S. No.,State,District,Location,Longitude,Latitude,Year,pH,EC (µS/cm at 25°C),CO3 (mg/L),HCO3,Cl (mg/L),F (mg/L),SO4,NO3,Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),TDS (mg/L),WQI,Hardness_Category,Unsafe_pH,Unsafe_EC,Unsafe_CO3,Unsafe_HCO3,Unsafe_Cl,Unsafe_F,Unsafe_SO4,Unsafe_NO3,Unsafe_Overall,Water_Safety,Water_Safety_Label
100,Andaman & Nicobar Islands,South Andaman,Shoal  Bay – 8 No.,92.7172,11.8133,2023,8.01,144.0,0.0,43.0,21.0,0.17,7.0,0.0,40.0,6.0,6.0,13.0,1.0,92.16,16.483333333333334,Soft,False,False,False,False,False,False,False,False,False,Safe,0
101,Andaman & Nicobar Islands,South Andaman,Shoal  Bay– 12 No.,92.7303,11.8472,2023,7.98,340.0,0.0,116.0,46.0,0.07,0.0,2.0,65.0,18.0,5.0,46.0,1.0,217.6,25.459999999999997,Soft,False,False,False,False,False,False,False,False,False,Safe,0
102,Andaman & Nicobar Islands,South Andaman,Shoal  Bay– 15 No.,92.7364,11.8656,2023,8.13,202.0,0.0,79.0,21.0,0.0,6.0,1.0,90.0,20.0,10.0,7.0,1.0,129.28,33.38333333333333,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
103,Andaman & Nicobar Islands,South Andaman,Sippighat,92.6857,11.6032,2023,7.89,624.0,0.0,281.0,64.0,0.1,6.0,1.0,250.0,56.0,27.0,39.0,2.0,399.36,88.04333333333334,Hard,False,False,False,False,False,False,False,False,False,Safe,0
104,Andaman & Nicobar Islands,South Andaman,Sitanagar,93.0608,11.8201,2023,7.96,615.0,0.0,116.0,99.0,0.01,49.0,0.0,170.0,32.0,22.0,61.0,3.0,393.6,61.370000000000005,Hard,False,False,False,False,False,False,False,False,False,Safe,0
105,Andaman & Nicobar Islands,South Andaman,South Point (Port Blair),92.7538,11.6641,2023,8.29,420.0,0.0,220.0,32.0,0.05,5.0,0.0,165.0,30.0,22.0,26.0,2.0,268.8,59.163333333333334,Hard,False,False,False,False,False,False,False,False,False,Safe,0
106,Andaman & Nicobar Islands,South Andaman,Steuwartganj,92.7097,11.7242,2023,8.22,506.0,0.0,244.0,14.0,0.0,42.0,0.0,230.0,22.0,43.0,11.0,3.0,323.84000000000003,81.09333333333333,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
107,Andaman & Nicobar Islands,South Andaman,Teylarabad,92.7009,11.6073,2023,8.28,260.0,0.0,92.0,35.0,0.0,0.0,3.0,85.0,16.0,11.0,18.0,7.0,166.4,31.959999999999997,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
108,Andaman & Nicobar Islands,South Andaman,Tirur,92.6156,11.7338,2023,8.07,175.0,0.0,61.0,28.0,0.39,3.0,2.0,50.0,8.0,7.0,19.0,2.0,112.0,19.94,Soft,False,False,False,False,False,False,False,False,False,Safe,0
109,Andaman & Nicobar Islands,South Andaman,Tushnabad,92.6362,11.6791,2023,8.22,838.0,0.0,104.0,53.0,0.3,231.0,14.0,200.0,16.0,39.0,101.0,2.0,536.32,72.2,Hard,False,False,False,False,False,False,True,False,True,Unsafe,1
110,Andaman & Nicobar Islands,South Andaman,Vijaynagar,93.0093,11.9992,2023,8.03,539.0,0.0,140.0,103.0,0.0,0.0,5.0,155.0,20.0,26.0,56.0,5.0,344.96,56.13999999999999,Hard,False,False,False,False,False,False,False,False,False,Safe,0
111,Andaman & Nicobar Islands,South Andaman,Wandur – 2,92.6166,11.5878,2023,8.3,1910.0,0.0,695.0,245.0,0.34,42.0,12.0,365.0,50.0,58.0,242.0,12.0,1222.4,130.79999999999998,Very Hard,False,True,False,True,False,False,False,False,True,Unsafe,1
112,Andaman & Nicobar Islands,South Andaman,Wimberleyganj,92.7072,11.7403,2023,8.0,451.0,0.0,214.0,18.0,0.09,28.0,1.0,165.0,26.0,24.0,29.0,4.0,288.64,59.169999999999995,Hard,False,False,False,False,False,False,False,False,False,Safe,0
113,Andaman & Nicobar Islands,South Andaman,Wrightmyo,92.7087,11.7793,2023,8.21,75.0,0.0,18.0,7.0,0.0,9.0,1.0,15.0,4.0,1.0,7.0,3.0,48.0,7.986666666666667,Soft,False,False,False,False,False,False,False,False,False,Safe,0
114,Arunachal Pradesh,Changlang,Jairampur,96.0144,27.3561,2023,7.29,265.0,0.0,165.0,23.0,0.08,21.0,0.0,160.0,32.0,19.0,11.0,4.0,169.6,56.64666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
115,Arunachal Pradesh,Changlang,Namchik,95.972,27.4146,2023,7.29,279.0,0.0,165.0,40.0,0.07,17.0,0.0,155.0,30.0,19.0,12.0,4.0,178.56,55.02666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
116,Arunachal Pradesh,Changlang,Namphai,96.1086,27.4461,2023,7.26,261.0,0.0,177.0,10.0,0.06,18.0,0.0,150.0,36.0,15.0,12.0,4.0,167.04,53.29,Hard,False,False,False,False,False,False,False,False,False,Safe,0
117,Arunachal Pradesh,Changlang,Newlisan Kharsang,96.0418,27.4269,2023,7.24,260.0,0.0,159.0,23.0,0.06,18.0,0.0,150.0,38.0,13.0,12.0,4.0,166.4,53.28,Hard,False,False,False,False,False,False,False,False,False,Safe,0
118,Arunachal Pradesh,East Siang,Pasighat New,95.3358,28.0362,2023,7.99,466.0,0.0,232.0,27.0,0.07,31.0,2.0,230.0,58.0,21.0,13.0,40.0,298.24,80.88333333333334,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
119,Arunachal Pradesh,East Siang,Oyan,95.3183,27.8902,2023,7.9,469.0,0.0,238.0,36.0,0.06,38.0,3.0,225.0,58.0,19.0,13.0,40.0,300.16,79.19666666666667,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
120,Arunachal Pradesh,East Siang,Ruksin,95.2182,27.8378,2023,7.83,465.0,0.0,214.0,36.0,0.05,22.0,2.0,220.0,54.0,21.0,13.0,40.0,297.6,77.49333333333333,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
121,Arunachal Pradesh,Lohit,Lathow,95.9098,27.7395,2023,7.29,271.0,0.0,165.0,23.0,0.05,18.0,0.0,165.0,40.0,16.0,12.0,4.0,173.44,58.333333333333336,Hard,False,False,False,False,False,False,False,False,False,Safe,0
122,Arunachal Pradesh,Papumpare,Banderedewa I,93.8258,27.1053,2023,7.78,204.0,0.0,147.0,17.0,0.03,6.0,5.0,130.0,44.0,5.0,10.0,3.0,130.56,46.60666666666666,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
123,Arunachal Pradesh,Tirap,Deomali,95.4628,27.1966,2023,7.74,216.0,0.0,140.0,17.0,0.03,6.0,7.0,155.0,38.0,15.0,11.0,3.0,138.24,54.96666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
124,Arunachal Pradesh,Tirap,Borduria,95.4131,27.1152,2023,7.68,212.0,0.0,147.0,17.0,0.03,8.0,8.0,95.0,34.0,2.0,15.0,4.0,135.68,34.93333333333333,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
125,Arunachal Pradesh,Tirap,Hukanjuri,95.4377,27.1258,2023,7.73,212.0,0.0,147.0,10.0,0.03,6.0,7.0,125.0,30.0,12.0,11.0,3.0,135.68,44.949999999999996,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
126,Assam,Baksa,Anandapur C-Block,91.4042,26.68,2023,7.63,149.0,0.0,79.0,10.0,0.07,9.0,4.0,60.0,18.0,4.0,5.0,13.0,95.36,23.040000000000003,Soft,False,False,False,False,False,False,False,False,False,Unsafe,1
127,Assam,Baksa,Bhebla,91.2393,26.6506,2023,7.76,625.0,0.0,165.0,17.0,0.16,6.0,4.0,115.0,22.0,15.0,7.0,30.0,400.0,43.00333333333333,Moderately Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
128,Assam,Baksa,Deusunga Ambarishnagar,91.7078,26.7566,2023,7.47,384.0,0.0,256.0,13.0,0.06,24.0,2.0,230.0,60.0,19.0,16.0,28.0,245.76,80.43666666666667,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
129,Assam,Baksa,Gyati Gaon,90.9992,26.6594,2023,7.55,234.0,0.0,165.0,10.0,0.04,9.0,1.0,140.0,30.0,16.0,15.0,15.0,149.76,49.96333333333333,Moderately Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
130,Assam,Baksa,Hadukata,91.1004,26.6086,2023,6.55,156.0,0.0,98.0,17.0,0.04,1.0,1.0,60.0,16.0,5.0,13.0,28.0,99.84,22.703333333333333,Soft,False,False,False,False,False,False,False,False,False,Unsafe,1
131,Assam,Baksa,Kumarikata,91.5561,26.7316,2023,7.48,646.0,0.0,287.0,17.0,0.1,17.0,8.0,235.0,66.0,17.0,12.0,14.0,413.44,82.98,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
132,Assam,Baksa,Lokpala,91.3984,26.6203,2023,6.8,121.0,0.0,67.0,20.0,0.04,8.0,4.0,40.0,14.0,1.0,20.0,9.0,77.44,16.003333333333334,Soft,False,False,False,False,False,False,False,False,False,Safe,0
133,Assam,Baksa,Naukata,91.7233,26.647,2023,7.25,401.0,0.0,269.0,13.0,0.04,19.0,2.0,230.0,46.0,28.0,16.0,27.0,256.64,80.42,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
134,Assam,Baksa,Simla,91.0442,26.6498,2023,7.76,532.0,0.0,305.0,43.0,0.14,28.0,18.0,205.0,44.0,23.0,28.0,76.0,340.48,72.69333333333334,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
135,Assam,Baksa,Sonapur (Doomni),91.3065,26.7137,2023,6.8,414.0,0.0,122.0,43.0,0.03,32.0,34.0,135.0,34.0,12.0,22.0,20.0,264.96,48.64666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
136,Assam,Baksa,Tamulpur,91.5709,26.6289,2023,7.19,152.0,0.0,110.0,13.0,0.05,2.0,1.0,90.0,28.0,5.0,10.0,18.0,97.28,32.903333333333336,Moderately Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
137,Assam,Bongaigaon,Baitamari,90.5175,26.3472,2023,7.19,148.0,0.0,79.0,17.0,0.06,10.0,5.0,65.0,18.0,5.0,8.0,5.0,94.72,24.55666666666667,Soft,False,False,False,False,False,False,False,False,False,Safe,0
138,Assam,Bongaigaon,Manikpur,90.8017,26.4686,2023,6.79,381.0,0.0,140.0,40.0,0.05,38.0,3.0,115.0,40.0,4.0,35.0,15.0,243.84,41.86666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
139,Assam,Bongaigaon,Medhipara Deo,90.631,26.3483,2023,6.83,119.0,0.0,79.0,7.0,0.04,1.0,2.0,60.0,4.0,12.0,4.0,20.0,76.16,22.673333333333332,Soft,False,False,False,False,False,False,False,False,False,Unsafe,1
140,Assam,Cachar,Silcoorie,92.7861,24.7261,2023,7.52,304.0,0.0,31.0,56.0,0.01,26.0,13.0,50.0,6.0,8.0,33.0,26.0,194.56,20.186666666666667,Soft,False,False,False,False,False,False,False,False,False,Unsafe,1
141,Assam,Cachar,Digharkhal,92.5128,24.9992,2023,6.37,178.0,0.0,37.0,23.0,0.07,24.0,17.0,55.0,14.0,5.0,21.0,3.0,113.92,21.05,Soft,True,False,False,False,False,False,False,False,True,Unsafe,1
142,Assam,Cachar,Poilapul,93.1247,24.8319,2023,6.24,192.0,0.0,61.0,40.0,0.1,9.0,7.0,50.0,16.0,2.0,21.0,7.0,122.88,19.386666666666667,Soft,True,False,False,False,False,False,False,False,True,Unsafe,1
143,Assam,Cachar,Tarapur,92.9794,24.8297,2023,6.63,210.0,0.0,18.0,36.0,0.0,12.0,42.0,80.0,18.0,8.0,5.0,12.0,134.4,29.576666666666668,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
144,Assam,Cachar,Kalain,92.4086,24.9681,2023,7.08,270.0,0.0,122.0,23.0,0.31,0.0,21.0,140.0,48.0,5.0,14.0,9.0,172.8,49.92666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
145,Assam,Cachar,Hilara,92.5906,24.9275,2023,6.46,334.0,0.0,85.0,76.0,0.08,5.0,5.0,90.0,22.0,8.0,45.0,2.0,213.76,33.266666666666666,Moderately Hard,True,False,False,False,False,False,False,False,True,Unsafe,1
146,Assam,Cachar,Katigora,92.5889,24.8869,2023,7.83,330.0,0.0,201.0,27.0,0.55,23.0,5.0,165.0,52.0,8.0,19.0,13.0,211.20000000000002,58.71,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
147,Assam,Cachar,Badribasti,92.8772,24.8128,2023,7.07,124.0,0.0,18.0,33.0,0.05,11.0,8.0,30.0,6.0,4.0,13.0,5.0,79.36,12.770000000000001,Soft,False,False,False,False,False,False,False,False,False,Safe,0
148,Assam,Cachar,Borjalinga,92.7186,24.665,2023,7.3,83.0,0.0,43.0,7.0,0.15,2.0,4.0,30.0,10.0,1.0,3.0,8.0,53.120000000000005,12.709999999999999,Soft,False,False,False,False,False,False,False,False,False,Safe,0
149,Assam,Cachar,Fulertol,93.0053,24.7903,2023,6.53,235.0,0.0,73.0,17.0,0.17,26.0,12.0,75.0,20.0,6.0,29.0,5.0,150.4,27.959999999999997,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
150,Assam,Cachar,Nagdirgram,92.8797,24.6703,2023,6.94,451.0,0.0,165.0,70.0,0.36,35.0,10.0,205.0,54.0,17.0,31.0,4.0,288.64,72.14999999999999,Hard,False,False,False,False,False,False,False,False,False,Safe,0
151,Assam,Cachar,Razabazar,93.0647,24.8722,2023,6.91,191.0,0.0,85.0,40.0,0.3,15.0,9.0,60.0,16.0,5.0,28.0,8.0,122.24000000000001,22.939999999999998,Soft,False,False,False,False,False,False,False,False,False,Safe,0
152,Assam,Cachar,Masimpur,92.7269,24.9403,2023,6.6,300.0,0.0,79.0,66.0,0.1,21.0,5.0,65.0,14.0,7.0,42.0,1.0,192.0,24.866666666666664,Soft,False,False,False,False,False,False,False,False,False,Safe,0
153,Assam,Cachar,Moinarbond,92.8358,24.8533,2023,6.84,337.0,0.0,85.0,46.0,0.19,23.0,2.0,135.0,44.0,6.0,23.0,4.0,215.68,48.403333333333336,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
154,Assam,Darrang,Konakat,92.191,26.533,2023,6.82,587.0,0.0,55.0,99.0,0.05,31.0,42.0,200.0,44.0,22.0,41.0,5.0,375.68,70.89666666666666,Hard,False,False,False,False,False,False,False,False,False,Safe,0
155,Assam,Darrang,Mangaldoi,92.017,26.4314,2023,7.46,858.0,0.0,446.0,83.0,0.12,25.0,14.0,310.0,54.0,42.0,76.0,38.0,549.12,108.68,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
156,Assam,Dhubri,Dhubri Town,89.9911,26.02,2023,8.05,612.0,0.0,360.0,63.0,0.21,20.0,5.0,270.0,82.0,16.0,46.0,10.0,391.68,94.72333333333334,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
157,Assam,Dhubri,Shapamari Beat,90.375,26.2383,2023,7.9,33.0,0.0,37.0,13.0,0.03,6.0,1.0,50.0,10.0,6.0,4.0,3.0,21.12,19.41,Soft,False,False,False,False,False,False,False,False,False,Safe,0
158,Assam,Dibrugarh,Barbaruah,94.8787,27.3987,2023,7.13,105.0,0.0,67.0,10.0,0.15,12.0,1.0,65.0,24.0,1.0,4.0,3.0,67.2,24.393333333333334,Soft,False,False,False,False,False,False,False,False,False,Safe,0
159,Assam,Dibrugarh,Jaipur Naharani,95.2381,27.255,2023,7.4,101.0,0.0,61.0,7.0,0.16,12.0,0.0,55.0,8.0,8.0,4.0,3.0,64.64,21.136666666666667,Soft,False,False,False,False,False,False,False,False,False,Safe,0
160,Assam,Dibrugarh,Azarguri Gaon,94.8903,27.2617,2023,7.58,110.0,0.0,55.0,7.0,0.17,17.0,0.0,65.0,8.0,11.0,4.0,3.0,70.4,24.560000000000002,Soft,False,False,False,False,False,False,False,False,False,Safe,0
161,Assam,Dibrugarh,Dikom,95.0692,27.46,2023,7.62,102.0,0.0,55.0,10.0,0.17,11.0,1.0,65.0,12.0,8.0,4.0,3.0,65.28,24.546666666666667,Soft,False,False,False,False,False,False,False,False,False,Safe,0
162,Assam,Dibrugarh,Chabua,95.1895,27.4931,2023,7.57,100.0,0.0,55.0,10.0,0.18,13.0,0.0,65.0,12.0,8.0,4.0,3.0,64.0,24.52333333333333,Soft,False,False,False,False,False,False,False,False,False,Safe,0
163,Assam,East Karbi Anglong,Bokajan L,93.77,26.0236,2023,6.8,433.0,0.0,110.0,76.0,0.07,51.0,0.0,165.0,58.0,5.0,46.0,4.0,277.12,58.71,Hard,False,False,False,False,False,False,False,False,False,Safe,0
164,Assam,East Karbi Anglong,Bokoliaghat,93.2025,26.0508,2023,6.6,184.0,0.0,37.0,53.0,0.19,0.0,5.0,40.0,10.0,4.0,25.0,5.0,117.76,16.146666666666665,Soft,False,False,False,False,False,False,False,False,False,Safe,0
165,Assam,East Karbi Anglong,Dillai,93.8225,25.9658,2023,6.56,280.0,0.0,153.0,30.0,0.19,9.0,4.0,120.0,26.0,13.0,26.0,1.0,179.20000000000002,43.120000000000005,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
166,Assam,East Karbi Anglong,Diphu 1,93.445,25.8461,2023,6.43,553.0,0.0,55.0,46.0,0.19,27.0,9.0,40.0,10.0,4.0,43.0,12.0,353.92,17.32,Soft,True,False,False,False,False,False,False,False,True,Unsafe,1
167,Assam,East Karbi Anglong,Dokmoka,93.0656,26.2083,2023,7.46,212.0,0.0,128.0,17.0,1.3,9.0,1.0,105.0,40.0,1.0,10.0,3.0,135.68,38.193333333333335,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
168,Assam,East Karbi Anglong,Donka Bey Pz,93.8044,26.0261,2023,7.06,127.0,0.0,153.0,40.0,0.19,7.0,1.0,110.0,24.0,12.0,18.0,6.0,81.28,39.443333333333335,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
169,Assam,East Karbi Anglong,Lahorijan,93.6614,25.9069,2023,6.5,103.0,0.0,43.0,23.0,0.02,12.0,2.0,55.0,10.0,7.0,8.0,4.0,65.92,20.843333333333334,Soft,False,False,False,False,False,False,False,False,False,Safe,0
170,Assam,East Karbi Anglong,Lakhijan,93.7482,26.0506,2023,6.53,120.0,0.0,85.0,7.0,0.19,0.0,1.0,65.0,18.0,5.0,7.0,2.0,76.8,24.243333333333336,Soft,False,False,False,False,False,False,False,False,False,Safe,0
171,Assam,East Karbi Anglong,Manja,93.4408,25.97,2023,6.93,210.0,0.0,55.0,46.0,0.19,11.0,3.0,40.0,10.0,4.0,30.0,7.0,134.4,16.343333333333334,Soft,False,False,False,False,False,False,False,False,False,Safe,0
172,Assam,East Karbi Anglong,Mohendijua,93.411,25.9944,2023,6.76,207.0,0.0,24.0,30.0,0.19,1.0,13.0,40.0,12.0,2.0,14.0,3.0,132.48,16.276666666666667,Soft,False,False,False,False,False,False,False,False,False,Safe,0
173,Assam,East Karbi Anglong,Phuloni,93.1367,26.1708,2023,7.16,739.0,0.0,464.0,40.0,0.19,13.0,16.0,320.0,90.0,23.0,64.0,10.0,472.96000000000004,111.51666666666667,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
174,Assam,East Karbi Anglong,Saphapani,93.7953,26.1964,2023,6.74,372.0,0.0,49.0,27.0,0.19,2.0,3.0,50.0,12.0,5.0,10.0,3.0,238.08,20.153333333333332,Soft,False,False,False,False,False,False,False,False,False,Safe,0
175,Assam,East Karbi Anglong,Silanijan,93.8722,26.3217,2023,6.9,110.0,0.0,43.0,36.0,0.19,11.0,5.0,40.0,10.0,4.0,23.0,9.0,70.4,16.0,Soft,False,False,False,False,False,False,False,False,False,Safe,0
176,Assam,East Karbi Anglong,Srirampur Forest,93.0201,26.2181,2023,7.54,388.0,0.0,293.0,13.0,0.06,3.0,1.0,150.0,48.0,7.0,44.0,3.0,248.32,53.806666666666665,Hard,False,False,False,False,False,False,False,False,False,Safe,0
177,Assam,East Karbi Anglong,Swarghati,93.1047,26.2042,2023,7.73,404.0,0.0,250.0,20.0,0.19,13.0,3.0,170.0,42.0,16.0,34.0,4.0,258.56,60.59,Hard,False,False,False,False,False,False,False,False,False,Safe,0
178,Assam,Goalpara,Agia,90.5641,26.0827,2023,6.89,41.0,0.0,24.0,10.0,0.03,6.0,0.0,25.0,4.0,4.0,5.0,1.0,26.240000000000002,10.766666666666666,Soft,False,False,False,False,False,False,False,False,False,Safe,0
179,Assam,Goalpara,Baida,90.4164,26.0258,2023,6.83,37.0,0.0,31.0,7.0,0.02,5.0,1.0,20.0,4.0,2.0,5.0,1.0,23.68,9.066666666666666,Soft,False,False,False,False,False,False,False,False,False,Safe,0
180,Assam,Goalpara,Dudhnoi,90.7817,25.9825,2023,6.5,373.0,0.0,67.0,63.0,0.04,33.0,1.0,110.0,30.0,8.0,29.0,14.0,238.72,40.07666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
181,Assam,Goalpara,Salpara,90.7008,26.0128,2023,6.99,64.0,0.0,647.0,17.0,0.02,5.0,0.0,475.0,6.0,112.0,4.0,1.0,40.96,160.87666666666667,Very Hard,False,False,False,True,False,False,False,False,True,Unsafe,1
182,Assam,Goalpara,Sarapara,90.9525,25.9714,2023,7.2,266.0,0.0,201.0,10.0,0.48,5.0,5.0,105.0,22.0,12.0,25.0,2.0,170.24,38.28666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
183,Assam,Golaghat,2 No. Balijan,93.8365,26.4811,2023,6.9,204.0,0.0,122.0,10.0,0.19,12.0,5.0,125.0,34.0,10.0,4.0,3.0,130.56,44.64666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
184,Assam,Golaghat,Bokaghat,93.6278,26.6372,2023,6.63,165.0,0.0,134.0,20.0,0.04,14.0,4.0,110.0,28.0,10.0,8.0,7.0,105.60000000000001,39.42666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
185,Assam,Golaghat,Dakkhin Hengra,94.0614,26.5978,2023,7.31,262.0,0.0,177.0,36.0,0.19,5.0,1.0,140.0,40.0,10.0,16.0,2.0,167.68,49.97666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
186,Assam,Golaghat,Garampani,93.8806,26.3925,2023,6.73,298.0,0.0,43.0,33.0,0.19,31.0,38.0,90.0,20.0,10.0,21.0,15.0,190.72,33.23666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
187,Assam,Golaghat,Haldibari Burhi Aai,93.3258,26.5872,2023,6.99,106.0,0.0,55.0,17.0,0.02,10.0,6.0,40.0,10.0,4.0,12.0,4.0,67.84,16.016666666666666,Soft,False,False,False,False,False,False,False,False,False,Safe,0
188,Assam,Golaghat,Upper Merapani,94.1364,26.52,2023,6.5,226.0,0.0,128.0,7.0,0.19,5.0,1.0,100.0,26.0,8.0,17.0,2.0,144.64000000000001,36.25333333333334,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
189,Assam,Hailakandi,Katlicherra New,92.6411,24.4619,2023,7.37,375.0,0.0,171.0,30.0,0.41,37.0,5.0,170.0,56.0,7.0,28.0,6.0,240.0,60.373333333333335,Hard,False,False,False,False,False,False,False,False,False,Safe,0
190,Assam,Hailakandi,Burakhai,92.6914,24.6292,2023,7.01,198.0,0.0,147.0,10.0,0.3,3.0,4.0,120.0,30.0,11.0,6.0,2.0,126.72,42.99666666666667,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
191,Assam,Hailakandi,Lala,92.5619,24.5978,2023,6.46,141.0,0.0,140.0,7.0,0.15,3.0,10.0,50.0,8.0,7.0,34.0,3.0,90.24,19.29,Soft,True,False,False,False,False,False,False,False,True,Unsafe,1
192,Assam,Hojai,Lanka,92.9508,25.9214,2023,6.95,786.0,0.0,415.0,116.0,0.17,6.0,0.0,325.0,98.0,19.0,62.0,1.0,503.04,113.27,Very Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
193,Assam,Hojai,Zebra Khua,92.8086,26.1386,2023,7.55,225.0,0.0,147.0,20.0,0.17,5.0,7.0,75.0,22.0,5.0,27.0,4.0,144.0,28.266666666666666,Moderately Hard,False,False,False,False,False,False,False,False,False,Safe,0
194,Assam,Jorhat,Kokilamukh,94.1678,26.8194,2023,6.74,259.0,0.0,201.0,23.0,0.05,11.0,4.0,170.0,46.0,13.0,13.0,4.0,165.76,59.77666666666667,Hard,False,False,False,False,False,False,False,False,False,Safe,0
195,Assam,Jorhat,Kunwari Pukhuri,94.2072,26.6983,2023,7.03,533.0,0.0,220.0,40.0,0.31,65.0,14.0,205.0,40.0,25.0,24.0,67.0,341.12,72.45333333333333,Hard,False,False,False,False,False,False,False,False,False,Unsafe,1
196,Assam,Kamrup,Boko,91.245,25.9833,2023,7.1,145.0,0.0,98.0,10.0,0.14,5.0,2.0,70.0,22.0,4.0,6.0,3.0,92.8,26.183333333333334,Soft,False,False,False,False,False,False,False,False,False,Safe,0
197,Assam,Kamrup,Chhaygaon,91.3597,26.0411,2023,7.32,330.0,0.0,214.0,13.0,0.12,13.0,4.0,180.0,62.0,6.0,9.0,3.0,211.20000000000002,63.54,Hard,False,False,False,False,False,False,False,False,False,Safe,0
198,Assam,Kamrup,Rani Ii,91.6061,26.0651,2023,6.52,110.0,0.0,18.0,20.0,0.04,9.0,0.0,35.0,10.0,2.0,6.0,9.0,70.4,14.206666666666665,Soft,False,False,False,False,False,False,False,False,False,Safe,0
